00:00:00	01794
00:00:00	09499
00:00:00	12130
00:00:00	15300
00:00:00	25962
00:00:00	27236
00:00:00	29146
00:00:00	34712
00:00:00	41554
00:00:00	42081
00:00:00	52849
00:00:00	54679
00:00:00	55797
00:00:00	75022
00:00:00	77245
00:00:00	80008
00:00:00	84541
00:00:00	95362
00:00:00	96092
00:00:00	99575
00:00:01	05892
00:00:01	23749
00:00:01	32730
00:00:01	35203
00:00:01	45066
00:00:01	58117
00:00:01	80957
00:00:02	03685
00:00:02	22626
00:00:02	36881
00:00:02	51378
00:00:02	63044
00:00:02	83097
00:00:02	88331
00:00:02	95793
00:00:03	10882
00:00:03	19613
00:00:03	31512
00:00:03	39966
00:00:03	62541
00:00:03	64946
00:00:03	69926
00:00:03	74022
00:00:03	81194
00:00:03	84154
00:00:03	90827
00:00:03	93281
00:00:03	98975
00:00:04	09247
00:00:04	13753
00:00:04	41380
00:00:04	48916
00:00:04	51572
00:00:04	51627
00:00:04	57478
00:00:04	65597
00:00:04	72160
00:00:04	72897
00:00:04	75693
00:00:04	82170
00:00:04	96207
00:00:04	96639
00:00:05	06661
00:00:05	10952
00:00:05	12576
00:00:05	16950
00:00:05	22341
00:00:05	30646
00:00:05	36698
00:00:05	39036
00:00:05	45604
00:00:05	57438
00:00:05	64496
00:00:05	74174
00:00:05	83473
00:00:05	88150
00:00:05	99818
00:00:06	12588
00:00:06	16595
00:00:06	17019
00:00:06	23033
00:00:06	27942
00:00:06	30848
00:00:06	33884
00:00:06	37117
00:00:06	42818
00:00:06	46724
00:00:06	48579
00:00:06	74637
00:00:06	76668
00:00:06	89731
00:00:06	91475
00:00:07	20794
00:00:07	29321
00:00:07	59576
00:00:07	79762
00:00:07	87790
00:00:08	08902
00:00:08	11838
00:00:08	12582
00:00:08	14231
00:00:08	23740
00:00:08	24254
00:00:08	59831
00:00:08	70411
00:00:09	32744
00:00:09	47077
00:00:09	54638
00:00:09	55204
00:00:09	63941
00:00:09	68568
00:00:09	69659
00:00:09	72826
00:00:09	76789
00:00:09	82477
00:00:09	87477
00:00:10	07769
00:00:10	07906
00:00:10	19215
00:00:10	19988
00:00:10	21477
00:00:10	33333
00:00:10	62432
00:00:10	63948
00:00:10	68834
00:00:10	77407
00:00:10	81225
00:00:10	88406
00:00:10	88923
00:00:11	05450
00:00:11	21944
00:00:11	28319
00:00:11	40587
00:00:11	71225
00:00:11	71842
00:00:11	88143
00:00:11	99302
00:00:12	07696
00:00:12	15420
00:00:12	29191
00:00:12	41884
00:00:12	54780
00:00:12	57229
00:00:12	60731
00:00:12	65466
00:00:12	68397
00:00:12	73979
00:00:12	81556
00:00:13	01497
00:00:13	03480
00:00:13	20489
00:00:13	34668
00:00:13	37566
00:00:13	49164
00:00:13	60680
00:00:13	63310
00:00:13	84191
00:00:13	86133
00:00:13	89818
00:00:13	90356
00:00:14	18805
00:00:14	22272
00:00:14	28106
00:00:14	39386
00:00:14	43457
00:00:14	45372
00:00:14	47774
00:00:14	49105
00:00:14	50726
00:00:14	54101
00:00:14	57649
00:00:14	58960
00:00:14	67438
00:00:14	74465
00:00:14	93340
00:00:14	98138
00:00:14	99606
00:00:15	02284
00:00:15	10801
00:00:15	20198
00:00:15	21337
00:00:15	46208
00:00:15	54065
00:00:15	64665
00:00:15	66150
00:00:15	74571
00:00:15	77551
00:00:15	77830
00:00:15	80545
00:00:15	85751
00:00:15	86340
00:00:15	89948
00:00:16	06062
00:00:16	16541
00:00:16	24287
00:00:16	27801
00:00:16	29907
00:00:16	40361
00:00:16	43668
00:00:16	45730
00:00:16	46905
00:00:16	47229
00:00:16	56918
00:00:16	59534
00:00:16	62306
00:00:16	62974
00:00:16	74722
00:00:16	88974
00:00:16	92009
00:00:16	99025
00:00:17	08876
00:00:17	09670
00:00:17	10019
00:00:17	22323
00:00:17	24589
00:00:17	34232
00:00:17	34560
00:00:17	48590
00:00:17	52893
00:00:17	54211
00:00:17	57775
00:00:17	59771
00:00:17	64851
00:00:17	90937
00:00:17	95615
00:00:18	11253
00:00:18	15080
00:00:18	25096
00:00:18	28490
00:00:18	35696
00:00:18	42693
00:00:18	44786
00:00:18	45615
00:00:18	47405
00:00:18	58299
00:00:18	65375
00:00:18	67858
00:00:18	72104
00:00:18	86970
00:00:18	89749
00:00:19	00803
00:00:19	07329
00:00:19	07601
00:00:19	39496
00:00:19	45143
00:00:19	51643
00:00:19	63165
00:00:19	75233
00:00:19	75451
00:00:19	76605
00:00:20	04752
00:00:20	16531
00:00:20	25313
00:00:20	26205
00:00:20	31837
00:00:20	36825
00:00:20	38407
00:00:20	45643
00:00:20	49387
00:00:20	56056
00:00:20	73081
00:00:20	73907
00:00:20	75114
00:00:20	80321
00:00:20	82358
00:00:21	04248
00:00:21	04798
00:00:21	06174
00:00:21	08235
00:00:21	25675
00:00:21	27852
00:00:21	33512
00:00:21	34921
00:00:21	47652
00:00:21	49944
00:00:21	56554
00:00:21	59017
